path,module,layer,role,lines,bytes,local_import_count,external_import_count,public_declarations,is_screen,has_navigation,incoming_references
features/animal_health_enterprise/presentation/screens/animal_health_enterprise_screen.dart,animal_health_enterprise,presentation,screen/widget,270,10012,7,1,AnimalHealthEnterpriseScreen,True,True,1
features/animal_intelligence_360/data/services/animal_intelligence_export_service.dart,animal_intelligence_360,data,service/engine,123,3771,0,4,AnimalIntelligenceExportService,False,False,1
features/animal_intelligence_360/domain/services/animal_intelligence_engine.dart,animal_intelligence_360,domain,service/engine,145,4172,0,0,AnimalIntelligenceEngine,False,False,1
features/animal_intelligence_360/presentation/screens/animal_intelligence_360_screen.dart,animal_intelligence_360,presentation,screen/widget,1046,35349,21,1,AnimalIntelligence360View | AnimalIntelligence360Screen,True,False,1
features/animal_movement/data/services/animal_movement_enterprise_service.dart,animal_movement,data,service/engine,63,1971,3,0,AnimalMovementEnterpriseService,False,False,1
features/animal_movement/data/services/animal_movement_storage_service.dart,animal_movement,data,service/engine,79,2112,1,2,AnimalMovementStorageService,False,False,4
features/animal_movement/domain/models/animal_movement_data.dart,animal_movement,domain,model/contract,175,5261,0,0,AnimalMovementData,False,False,5
features/animal_movement/presentation/screens/animal_movement_form_screen.dart,animal_movement,presentation,screen/widget,321,12246,2,1,AnimalMovementFormScreen,True,False,1
features/animal_movement/presentation/screens/animal_movement_list_screen.dart,animal_movement,presentation,screen/widget,415,13697,10,1,AnimalMovementListScreen,True,True,2
features/animal_nutrition_enterprise/data/services/animal_nutrition_storage_service.dart,animal_nutrition_enterprise,data,service/engine,41,1289,1,2,AnimalNutritionStorageService,False,False,4
features/animal_nutrition_enterprise/domain/models/animal_nutrition_plan.dart,animal_nutrition_enterprise,domain,model/contract,40,1400,0,0,AnimalNutritionPlan,False,False,3
features/animal_nutrition_enterprise/presentation/screens/animal_nutrition_enterprise_screen.dart,animal_nutrition_enterprise,presentation,screen/widget,489,17294,6,1,AnimalNutritionEnterpriseScreen,True,False,1
features/animal_operations_center/data/services/animal_operational_task_storage_service.dart,animal_operations_center,data,service/engine,60,1658,1,2,AnimalOperationalTaskStorageService,False,False,2
features/animal_operations_center/domain/models/animal_operational_task.dart,animal_operations_center,domain,model/contract,82,2308,0,0,AnimalOperationalTask,False,False,3
features/animal_operations_center/presentation/screens/animal_operations_center_screen.dart,animal_operations_center,presentation,screen/widget,1011,33304,18,1,AnimalOperationsView | AnimalOperationsCenterScreen,True,False,1
features/animal_photo/data/services/animal_photo_storage_service.dart,animal_photo,data,service/engine,234,6777,2,3,AnimalPhotoStorageService,False,False,4
features/animal_photo/domain/models/animal_photo_data.dart,animal_photo,domain,model/contract,64,1530,0,0,AnimalPhotoData,False,False,5
features/animal_photo/presentation/screens/animal_photo_form_screen.dart,animal_photo,presentation,screen/widget,284,10082,1,3,AnimalPhotoFormScreen,True,False,1
features/animal_photo/presentation/screens/animal_photo_gallery_screen.dart,animal_photo,presentation,screen/widget,655,19558,6,2,AnimalPhotoGalleryScreen | AnimalPhotoComparisonScreen | ExpandedPhoto,True,True,1
features/animal_reproduction/data/repositories/atlas_remote_reproduction_repository.dart,animal_reproduction,data,service/engine,106,2711,3,0,AtlasRemoteReproductionRepository,False,False,0
features/animal_reproduction/data/services/animal_reproduction_storage_service.dart,animal_reproduction,data,service/engine,171,5250,3,2,AnimalReproductionStorageService,False,False,11
features/animal_reproduction/domain/models/animal_reproduction_data.dart,animal_reproduction,domain,model/contract,145,4728,0,0,AnimalReproductionData,False,False,14
features/animal_reproduction/domain/services/animal_reproduction_event_service.dart,animal_reproduction,domain,service/engine,189,5372,4,0,AnimalReproductionEventService,False,False,1
features/animal_reproduction/domain/services/reproduction_metrics_service.dart,animal_reproduction,domain,service/engine,56,1993,1,0,ReproductionMetrics | ReproductionMetricsService,False,False,0
features/animal_reproduction/presentation/screens/animal_reproduction_form_screen.dart,animal_reproduction,presentation,screen/widget,450,18654,4,1,AnimalReproductionFormScreen,True,False,1
features/animal_reproduction/presentation/screens/animal_reproduction_list_screen.dart,animal_reproduction,presentation,screen/widget,788,26328,9,1,AnimalReproductionListScreen | ReproductionSummaryCard | ReproductionRecordCard | ReproductionInformation | EmptyReproductionMessage,True,True,3
features/animal_reproduction/presentation/screens/reproduction_overview_screen.dart,animal_reproduction,presentation,screen/widget,611,20519,12,1,ReproductionOverviewScreen | ReproductionAnimalContext,True,True,4
features/animal_reproduction_enterprise/presentation/screens/animal_reproduction_enterprise_screen.dart,animal_reproduction_enterprise,presentation,screen/widget,249,9404,7,1,AnimalReproductionEnterpriseScreen,True,True,1
features/animal_weight/data/services/animal_weight_enterprise_service.dart,animal_weight,data,service/engine,30,1006,2,0,AnimalWeightEnterpriseService,False,False,2
features/animal_weight/data/services/animal_weight_storage_service.dart,animal_weight,data,service/engine,121,3309,2,2,AnimalWeightStorageService,False,False,10
features/animal_weight/domain/models/animal_weight_data.dart,animal_weight,domain,model/contract,88,2702,0,0,AnimalWeightData,False,False,15
features/animal_weight/domain/services/animal_weight_event_service.dart,animal_weight,domain,service/engine,48,1254,3,0,AnimalWeightEventService,False,False,1
features/animal_weight/presentation/screens/animal_weight_form_screen.dart,animal_weight,presentation,screen/widget,258,9662,1,1,AnimalWeightFormScreen,True,False,1
features/animal_weight/presentation/screens/animal_weight_list_screen.dart,animal_weight,presentation,screen/widget,707,21802,8,1,AnimalWeightListScreen | WeightSummaryCard | WeightRecordCard | EmptyWeightsMessage,True,True,3
features/animal_weight_intelligence/presentation/screens/animal_weight_intelligence_screen.dart,animal_weight_intelligence,presentation,screen/widget,251,9405,7,2,AnimalWeightIntelligenceScreen,True,True,1
features/animal_zootechnical/data/services/animal_zootechnical_dashboard_service.dart,animal_zootechnical,data,service/engine,204,6528,7,1,AnimalZootechnicalDashboardService,False,False,1
features/animal_zootechnical/domain/models/animal_zootechnical_dashboard_data.dart,animal_zootechnical,domain,model/contract,52,1590,1,0,AnimalZootechnicalDashboardData,False,False,2
features/animal_zootechnical/presentation/screens/animal_zootechnical_dashboard_screen.dart,animal_zootechnical,presentation,screen/widget,710,20689,7,2,AnimalZootechnicalDashboardScreen,True,False,1
features/atlas_advanced/data/services/atlas_advanced_service.dart,atlas_advanced,data,service/engine,84,2257,2,0,AtlasAdvancedService,False,False,1
features/atlas_advanced/domain/models/atlas_advanced_data.dart,atlas_advanced,domain,model/contract,56,1972,0,0,AtlasAdvancedDashboardData | AtlasAiForecastData,False,False,2
features/atlas_advanced/presentation/screens/atlas_advanced_dashboard_screen.dart,atlas_advanced,presentation,screen/widget,101,3278,2,1,AtlasAdvancedDashboardScreen,True,False,0
features/atlas_advanced_ai/data/services/atlas_advanced_ai_storage_service.dart,atlas_advanced_ai,data,service/engine,53,1462,1,2,AtlasAdvancedAiStorageService,False,False,1
features/atlas_advanced_ai/domain/models/atlas_advanced_ai_record.dart,atlas_advanced_ai,domain,model/contract,282,9572,0,0,AtlasAdvancedAiModule | AtlasAdvancedAiModuleX | AtlasAdvancedAiRecord,False,False,4
features/atlas_advanced_ai/domain/services/atlas_advanced_ai_analytics_service.dart,atlas_advanced_ai,domain,service/engine,196,6592,1,1,AtlasAdvancedAiAnalytics | AtlasAdvancedAiAnalyticsService,False,False,1
features/atlas_advanced_ai/presentation/screens/atlas_advanced_ai_screen.dart,atlas_advanced_ai,presentation,screen/widget,835,29894,8,1,AtlasAdvancedAiScreen,True,False,1
features/atlas_ai/data/services/atlas_ai_conversation_storage_service.dart,atlas_ai,data,service/engine,251,7636,3,2,AtlasAiConversationStorageService | AtlasAiStoredMessage,False,False,2
features/atlas_ai/data/services/atlas_ai_operation_actions_loader_service.dart,atlas_ai,data,service/engine,43,1422,4,0,AtlasAiOperationActionsLoaderService | AtlasAiOperationActionsLoadResult,False,False,1
features/atlas_ai/data/services/atlas_ai_tracked_action_storage_service.dart,atlas_ai,data,service/engine,105,2771,1,2,AtlasAiTrackedActionStorageService,False,False,3
features/atlas_ai/domain/models/atlas_ai_farm_context.dart,atlas_ai,domain,model/contract,394,9915,3,0,AtlasAiFarmContext | AtlasAiPriorityContext | AtlasAiAreaContext | AtlasAiInsightContext | AtlasAiActionContext | AtlasAiPredictiveContext,False,False,4
features/atlas_ai/domain/models/atlas_ai_memory.dart,atlas_ai,domain,model/contract,135,3379,2,0,AtlasAiMemory | AtlasAiMemoryIntent | AtlasAiMemoryArea | AtlasAiMemoryPendingAction,False,False,3
features/atlas_ai/domain/models/atlas_ai_operation_actions.dart,atlas_ai,domain,model/contract,194,4379,2,0,AtlasAiOperationActions | AtlasAiOperationActionProgress | AtlasAiFarmActionSummary | AtlasAiOperationPriorityAction | AtlasAiAreaActionSummary,False,False,3
features/atlas_ai/domain/models/atlas_ai_response.dart,atlas_ai,domain,model/contract,289,6178,2,0,AtlasAiResponse | AtlasAiEvidence | AtlasAiResponseActionStep | AtlasAiNavigationAction | AtlasAiIntent | AtlasAiNavigationActionType,False,False,6
features/atlas_ai/domain/models/atlas_ai_tracked_action.dart,atlas_ai,domain,model/contract,195,5329,1,0,AtlasAiTrackedAction | AtlasAiActionProgress | AtlasAiTrackedActionStatus,False,False,10
features/atlas_ai/domain/services/atlas_ai_action_tracking_service.dart,atlas_ai,domain,service/engine,257,6865,3,0,AtlasAiActionTrackingService,False,False,1
features/atlas_ai/domain/services/atlas_ai_context_service.dart,atlas_ai,domain,service/engine,207,6932,4,0,AtlasAiContextService,False,False,1
features/atlas_ai/domain/services/atlas_ai_memory_service.dart,atlas_ai,domain,service/engine,305,8654,4,0,AtlasAiMemoryService,False,False,1
features/atlas_ai/domain/services/atlas_ai_operation_actions_service.dart,atlas_ai,domain,service/engine,307,8385,3,0,AtlasAiOperationActionsService,False,False,1
features/atlas_ai/domain/services/atlas_ai_response_service.dart,atlas_ai,domain,service/engine,1686,50959,6,1,AtlasAiResponseService,False,False,1
features/atlas_ai/presentation/screens/atlas_ai_operation_actions_screen.dart,atlas_ai,presentation,screen/widget,704,23343,3,1,AtlasAiOperationActionsScreen,True,False,1
features/atlas_ai/presentation/screens/atlas_ai_screen.dart,atlas_ai,presentation,screen/widget,1923,58348,12,1,AtlasAiScreen,True,False,1
features/atlas_ai_2/data/atlas_ai_repository.dart,atlas_ai_2,data,service/engine,89,2297,1,0,AtlasAiRepository,False,False,2
features/atlas_ai_2/presentation/screens/atlas_ai_conversation_screen.dart,atlas_ai_2,presentation,screen/widget,222,7718,1,1,AtlasAiConversationScreen,True,False,0
features/atlas_ai_2/presentation/screens/atlas_executive_ai_screen.dart,atlas_ai_2,presentation,screen/widget,170,5194,1,1,AtlasExecutiveAiScreen,True,False,0
features/atlas_ai_enterprise/data/atlas_ai_enterprise_repository.dart,atlas_ai_enterprise,data,service/engine,63,1718,1,0,AtlasAiEnterpriseRepository,False,False,1
features/atlas_ai_enterprise/presentation/screens/atlas_ai_enterprise_screen.dart,atlas_ai_enterprise,presentation,screen/widget,296,10269,1,1,AtlasAiEnterpriseScreen,True,False,0
features/atlas_auth_sync_enterprise/data/services/atlas_auth_sync_storage_service.dart,atlas_auth_sync_enterprise,data,service/engine,53,1459,1,2,AtlasAuthSyncStorageService,False,False,1
features/atlas_auth_sync_enterprise/domain/models/atlas_auth_sync_record.dart,atlas_auth_sync_enterprise,domain,model/contract,272,8965,0,0,AtlasAuthSyncModule | AtlasAuthSyncModuleX | AtlasAuthSyncRecord,False,False,4
features/atlas_auth_sync_enterprise/domain/services/atlas_auth_sync_analytics_service.dart,atlas_auth_sync_enterprise,domain,service/engine,156,5589,1,1,AtlasAuthSyncAnalytics | AtlasAuthSyncAnalyticsService,False,False,1
features/atlas_auth_sync_enterprise/presentation/screens/atlas_auth_sync_screen.dart,atlas_auth_sync_enterprise,presentation,screen/widget,652,24973,8,1,AtlasAuthSyncScreen,True,False,1
features/atlas_automation_operations/data/services/atlas_automation_storage_service.dart,atlas_automation_operations,data,service/engine,53,1481,1,2,AtlasAutomationStorageService,False,False,1
features/atlas_automation_operations/domain/models/atlas_automation_record.dart,atlas_automation_operations,domain,model/contract,175,5290,0,0,AtlasAutomationModule | AtlasAutomationModuleX | AtlasAutomationRecord,False,False,4
features/atlas_automation_operations/domain/services/atlas_automation_analytics_service.dart,atlas_automation_operations,domain,service/engine,131,4096,1,1,AtlasAutomationAnalytics | AtlasAutomationAnalyticsService,False,False,1
features/atlas_automation_operations/presentation/screens/atlas_automation_operations_screen.dart,atlas_automation_operations,presentation,screen/widget,724,24746,8,1,AtlasAutomationOperationsScreen,True,False,1
features/atlas_autonomous_enterprise/data/services/atlas_autonomous_enterprise_storage_service.dart,atlas_autonomous_enterprise,data,service/engine,53,1532,1,2,AtlasAutonomousEnterpriseStorageService,False,False,1
features/atlas_autonomous_enterprise/domain/models/atlas_autonomous_enterprise_record.dart,atlas_autonomous_enterprise,domain,model/contract,187,5786,0,0,AtlasAutonomousEnterpriseModule | AtlasAutonomousEnterpriseModuleX | AtlasAutonomousEnterpriseRecord,False,False,4
features/atlas_autonomous_enterprise/domain/services/atlas_autonomous_enterprise_analytics_service.dart,atlas_autonomous_enterprise,domain,service/engine,173,5624,1,1,AtlasAutonomousEnterpriseAnalytics | AtlasAutonomousEnterpriseAnalyticsService,False,False,1
features/atlas_autonomous_enterprise/presentation/screens/atlas_autonomous_enterprise_screen.dart,atlas_autonomous_enterprise,presentation,screen/widget,803,28553,8,1,AtlasAutonomousEnterpriseScreen,True,False,1
features/atlas_backend_foundation/data/services/atlas_backend_foundation_storage_service.dart,atlas_backend_foundation,data,service/engine,46,1454,1,2,AtlasBackendFoundationStorageService,False,False,1
features/atlas_backend_foundation/domain/models/atlas_backend_foundation_record.dart,atlas_backend_foundation,domain,model/contract,261,8699,0,0,AtlasBackendFoundationModule | AtlasBackendFoundationModuleX | AtlasBackendFoundationRecord,False,False,4
features/atlas_backend_foundation/domain/services/atlas_backend_foundation_analytics_service.dart,atlas_backend_foundation,domain,service/engine,96,3338,1,1,AtlasBackendFoundationAnalytics | AtlasBackendFoundationAnalyticsService,False,False,1
features/atlas_backend_foundation/presentation/screens/atlas_backend_foundation_screen.dart,atlas_backend_foundation,presentation,screen/widget,500,19081,9,1,AtlasBackendFoundationScreen,True,False,1
features/atlas_bi/data/services/atlas_bi_loader_service.dart,atlas_bi,data,service/engine,292,10151,6,0,AtlasBiLoaderService,False,False,1
features/atlas_bi/domain/models/atlas_bi_benchmark.dart,atlas_bi,domain,model/contract,132,2977,1,0,AtlasBiBenchmarkData | AtlasBiBenchmarkFarm | AtlasBiBenchmarkIndicator | AtlasBiBenchmarkFarmResult | AtlasBiBenchmarkOpportunity,False,False,8
features/atlas_bi/domain/models/atlas_bi_data.dart,atlas_bi,domain,model/contract,287,6125,0,0,AtlasBiData | AtlasBiIndicator | AtlasBiSeriesPoint | AtlasBiFarmRanking | AtlasBiInsight | AtlasBiInput | AtlasBiIndicatorInput | AtlasBiCategory | AtlasBiStatus | AtlasBiTrend | AtlasBiInsightType | AtlasBiPriority,False,False,34
features/atlas_bi/domain/models/atlas_bi_forecast.dart,atlas_bi,domain,model/contract,158,3420,1,0,AtlasBiForecast | AtlasBiForecastPoint | AtlasBiForecastDashboardData | AtlasBiForecastTrend | AtlasBiForecastRisk,False,False,8
features/atlas_bi/domain/models/atlas_bi_management_summary.dart,atlas_bi,domain,model/contract,56,1479,1,0,AtlasBiManagementSummary | AtlasBiCategorySummary | AtlasBiManagementPriority,False,False,3
features/atlas_bi/domain/services/atlas_bi_benchmark_service.dart,atlas_bi,domain,service/engine,267,8033,2,0,AtlasBiBenchmarkService,False,False,3
features/atlas_bi/domain/services/atlas_bi_forecast_service.dart,atlas_bi,domain,service/engine,458,12829,2,1,AtlasBiForecastService,False,False,2
features/atlas_bi/domain/services/atlas_bi_management_service.dart,atlas_bi,domain,service/engine,106,3647,2,0,AtlasBiManagementService,False,False,1
features/atlas_bi/domain/services/atlas_bi_service.dart,atlas_bi,domain,service/engine,303,7761,1,0,AtlasBiService,False,False,1
features/atlas_bi/presentation/screens/atlas_bi_benchmark_screen.dart,atlas_bi,presentation,screen/widget,652,20083,3,1,AtlasBiBenchmarkScreen,True,False,1
features/atlas_bi/presentation/screens/atlas_bi_forecast_screen.dart,atlas_bi,presentation,screen/widget,603,18014,2,1,AtlasBiForecastScreen,True,False,1
features/atlas_bi/presentation/screens/atlas_bi_hub_screen.dart,atlas_bi,presentation,screen/widget,2033,68853,34,1,AtlasBiHubScreen,True,True,1
features/atlas_bi/presentation/screens/atlas_bi_management_dashboard_screen.dart,atlas_bi,presentation,screen/widget,310,9289,2,1,AtlasBiManagementDashboardScreen,True,False,1
features/atlas_bi/presentation/screens/atlas_bi_screen.dart,atlas_bi,presentation,screen/widget,735,21895,1,1,AtlasBiScreen,True,False,1
features/atlas_bi_analytics/domain/models/atlas_bi_analytics_data.dart,atlas_bi_analytics,domain,model/contract,267,6217,1,0,AtlasBiAnalyticsData | AtlasBiBottleneck | AtlasBiInvestmentOpportunity | AtlasBiCorrelation | AtlasBiScenarioAnalysis | AtlasBiAnalyticsInput | AtlasBiAnalyticsSeverity | AtlasBiAnalyticsEffort | AtlasBiCorrelationStrength | AtlasBiCorrelationDirection,False,False,8
features/atlas_bi_analytics/domain/services/atlas_bi_analytics_service.dart,atlas_bi_analytics,domain,service/engine,503,15062,2,1,AtlasBiAnalyticsService,False,False,2
features/atlas_bi_analytics/presentation/screens/atlas_bi_analytics_screen.dart,atlas_bi_analytics,presentation,screen/widget,562,17110,2,1,AtlasBiAnalyticsScreen,True,False,1
features/atlas_business/data/services/atlas_business_service.dart,atlas_business,data,service/engine,79,2187,2,0,AtlasBusinessService,False,False,1
features/atlas_business/domain/models/atlas_business_dashboard_data.dart,atlas_business,domain,model/contract,34,1184,0,0,AtlasBusinessDashboardData,False,False,2
features/atlas_business/presentation/screens/atlas_business_dashboard_screen.dart,atlas_business,presentation,screen/widget,300,8808,2,1,AtlasBusinessDashboardScreen,True,False,0
features/atlas_climate_enterprise/data/services/atlas_climate_enterprise_storage_service.dart,atlas_climate_enterprise,data,service/engine,53,1511,1,2,AtlasClimateEnterpriseStorageService,False,False,1
features/atlas_climate_enterprise/domain/models/atlas_climate_enterprise_record.dart,atlas_climate_enterprise,domain,model/contract,291,10112,0,0,AtlasClimateEnterpriseModule | AtlasClimateEnterpriseModuleX | AtlasClimateEnterpriseRecord,False,False,4
features/atlas_climate_enterprise/domain/services/atlas_climate_enterprise_analytics_service.dart,atlas_climate_enterprise,domain,service/engine,152,5329,1,1,AtlasClimateEnterpriseAnalytics | AtlasClimateEnterpriseAnalyticsService,False,False,1
features/atlas_climate_enterprise/presentation/screens/atlas_climate_enterprise_screen.dart,atlas_climate_enterprise,presentation,screen/widget,740,28174,8,1,AtlasClimateEnterpriseScreen,True,False,1
features/atlas_cloud_security_enterprise/data/services/atlas_cloud_security_storage_service.dart,atlas_cloud_security_enterprise,data,service/engine,53,1494,1,2,AtlasCloudSecurityStorageService,False,False,1
features/atlas_cloud_security_enterprise/domain/models/atlas_cloud_security_record.dart,atlas_cloud_security_enterprise,domain,model/contract,281,9146,0,0,AtlasCloudSecurityModule | AtlasCloudSecurityModuleX | AtlasCloudSecurityRecord,False,False,4
features/atlas_cloud_security_enterprise/domain/services/atlas_cloud_security_analytics_service.dart,atlas_cloud_security_enterprise,domain,service/engine,179,6129,1,1,AtlasCloudSecurityAnalytics | AtlasCloudSecurityAnalyticsService,False,False,1
features/atlas_cloud_security_enterprise/presentation/screens/atlas_cloud_security_screen.dart,atlas_cloud_security_enterprise,presentation,screen/widget,708,27223,8,1,AtlasCloudSecurityScreen,True,False,1
features/atlas_commercial_enterprise/data/services/atlas_commercial_enterprise_storage_service.dart,atlas_commercial_enterprise,data,service/engine,53,1532,1,2,AtlasCommercialEnterpriseStorageService,False,False,1
features/atlas_commercial_enterprise/domain/models/atlas_commercial_enterprise_record.dart,atlas_commercial_enterprise,domain,model/contract,290,9398,0,0,AtlasCommercialEnterpriseModule | AtlasCommercialEnterpriseModuleX | AtlasCommercialEnterpriseRecord,False,False,4
features/atlas_commercial_enterprise/domain/services/atlas_commercial_enterprise_analytics_service.dart,atlas_commercial_enterprise,domain,service/engine,197,6810,1,1,AtlasCommercialEnterpriseAnalytics | AtlasCommercialEnterpriseAnalyticsService,False,False,1
features/atlas_commercial_enterprise/presentation/screens/atlas_commercial_enterprise_screen.dart,atlas_commercial_enterprise,presentation,screen/widget,827,29879,8,1,AtlasCommercialEnterpriseScreen,True,False,1
features/atlas_commercial_operations/data/services/atlas_commercial_operation_storage_service.dart,atlas_commercial_operations,data,service/engine,53,1527,1,2,AtlasCommercialOperationStorageService,False,False,1
features/atlas_commercial_operations/domain/models/atlas_commercial_operation_record.dart,atlas_commercial_operations,domain,model/contract,211,6529,0,0,AtlasCommercialOperationModule | AtlasCommercialOperationModuleX | AtlasCommercialOperationRecord,False,False,4
features/atlas_commercial_operations/domain/services/atlas_commercial_operation_analytics_service.dart,atlas_commercial_operations,domain,service/engine,173,5463,1,1,AtlasCommercialOperationAnalytics | AtlasCommercialOperationAnalyticsService,False,False,1
features/atlas_commercial_operations/presentation/screens/atlas_commercial_operations_screen.dart,atlas_commercial_operations,presentation,screen/widget,806,28430,8,1,AtlasCommercialOperationsScreen,True,False,1
features/atlas_copilot/domain/models/atlas_copilot_data.dart,atlas_copilot,domain,model/contract,329,7382,1,0,AtlasCopilotData | AtlasCopilotIssue | AtlasCopilotPriority | AtlasCopilotAction | AtlasCopilotInvestment | AtlasCopilotAlert | AtlasCopilotRecommendation | AtlasCopilotChecklistItem | AtlasCopilotMaturityLevel | AtlasCopilotSeverity | AtlasCopilotPriorityLevel | AtlasCopilotAlertSource,False,False,2
features/atlas_copilot/domain/services/atlas_copilot_service.dart,atlas_copilot,domain,service/engine,575,18589,5,1,AtlasCopilotService,False,False,0
features/atlas_copilot/presentation/screens/atlas_copilot_screen.dart,atlas_copilot,presentation,screen/widget,780,24127,1,1,AtlasCopilotScreen,True,False,0
features/atlas_enterprise_50/data/services/atlas_enterprise_storage_service.dart,atlas_enterprise_50,data,service/engine,51,1458,1,2,AtlasEnterpriseStorageService,False,False,1
features/atlas_enterprise_50/domain/models/atlas_enterprise_record.dart,atlas_enterprise_50,domain,model/contract,116,3071,0,0,AtlasEnterpriseRecord | AtlasEnterpriseCapability | AtlasEnterprisePackage,False,False,3
features/atlas_enterprise_50/domain/services/atlas_enterprise_analytics_service.dart,atlas_enterprise_50,domain,service/engine,70,2363,1,0,AtlasEnterpriseAnalytics | AtlasEnterpriseAnalyticsService,False,False,1
features/atlas_enterprise_50/presentation/screens/atlas_enterprise_50_screen.dart,atlas_enterprise_50,presentation,screen/widget,1108,39732,8,3,AtlasEnterprise50Screen,True,False,1
features/atlas_enterprise_operations/data/services/atlas_enterprise_operation_storage_service.dart,atlas_enterprise_operations,data,service/engine,53,1527,1,2,AtlasEnterpriseOperationStorageService,False,False,1
features/atlas_enterprise_operations/domain/models/atlas_enterprise_operation_record.dart,atlas_enterprise_operations,domain,model/contract,222,6976,0,0,AtlasEnterpriseOperationModule | AtlasEnterpriseOperationModuleX | AtlasEnterpriseOperationRecord,False,False,4
features/atlas_enterprise_operations/domain/services/atlas_enterprise_operation_analytics_service.dart,atlas_enterprise_operations,domain,service/engine,179,5759,1,1,AtlasEnterpriseOperationAnalytics | AtlasEnterpriseOperationAnalyticsService,False,False,1
features/atlas_enterprise_operations/presentation/screens/atlas_enterprise_operations_screen.dart,atlas_enterprise_operations,presentation,screen/widget,797,28197,8,1,AtlasEnterpriseOperationsScreen,True,False,1
features/atlas_environmental_ai/data/services/atlas_environmental_ai_storage_service.dart,atlas_environmental_ai,data,service/engine,53,1497,1,2,AtlasEnvironmentalAiStorageService,False,False,1
features/atlas_environmental_ai/domain/models/atlas_environmental_ai_record.dart,atlas_environmental_ai,domain,model/contract,171,5392,0,0,AtlasEnvironmentalAiModule | AtlasEnvironmentalAiModuleX | AtlasEnvironmentalAiRecord,False,False,4
features/atlas_environmental_ai/domain/services/atlas_environmental_ai_engine.dart,atlas_environmental_ai,domain,service/engine,294,9159,1,1,AtlasEnvironmentalAiResult | AtlasEnvironmentalAiEngine,False,False,1
features/atlas_environmental_ai/presentation/screens/atlas_environmental_ai_screen.dart,atlas_environmental_ai,presentation,screen/widget,794,26840,7,1,AtlasEnvironmentalAiScreen,True,False,1
features/atlas_executive_intelligence/data/services/atlas_executive_intelligence_storage_service.dart,atlas_executive_intelligence,data,service/engine,53,1539,1,2,AtlasExecutiveIntelligenceStorageService,False,False,1
features/atlas_executive_intelligence/domain/models/atlas_executive_intelligence_record.dart,atlas_executive_intelligence,domain,model/contract,224,7156,0,0,AtlasExecutiveIntelligenceModule | AtlasExecutiveIntelligenceModuleX | AtlasExecutiveIntelligenceRecord,False,False,4
features/atlas_executive_intelligence/domain/services/atlas_executive_intelligence_analytics_service.dart,atlas_executive_intelligence,domain,service/engine,171,5597,1,1,AtlasExecutiveIntelligenceAnalytics | AtlasExecutiveIntelligenceAnalyticsService,False,False,1
features/atlas_executive_intelligence/presentation/screens/atlas_executive_intelligence_screen.dart,atlas_executive_intelligence,presentation,screen/widget,799,28498,8,1,AtlasExecutiveIntelligenceScreen,True,False,1
features/atlas_executive_platform/data/services/atlas_executive_platform_storage_service.dart,atlas_executive_platform,data,service/engine,53,1511,1,2,AtlasExecutivePlatformStorageService,False,False,1
features/atlas_executive_platform/domain/models/atlas_executive_platform_record.dart,atlas_executive_platform,domain,model/contract,296,9637,0,0,AtlasExecutivePlatformModule | AtlasExecutivePlatformModuleX | AtlasExecutivePlatformRecord,False,False,4
features/atlas_executive_platform/domain/services/atlas_executive_platform_analytics_service.dart,atlas_executive_platform,domain,service/engine,184,6516,1,1,AtlasExecutivePlatformAnalytics | AtlasExecutivePlatformAnalyticsService,False,False,1
features/atlas_executive_platform/presentation/screens/atlas_executive_platform_screen.dart,atlas_executive_platform,presentation,screen/widget,733,28133,8,1,AtlasExecutivePlatformScreen,True,False,1
features/atlas_finance_enterprise/data/services/atlas_finance_enterprise_storage_service.dart,atlas_finance_enterprise,data,service/engine,53,1511,1,2,AtlasFinanceEnterpriseStorageService,False,False,1
features/atlas_finance_enterprise/domain/models/atlas_finance_enterprise_record.dart,atlas_finance_enterprise,domain,model/contract,286,9506,0,0,AtlasFinanceEnterpriseModule | AtlasFinanceEnterpriseModuleX | AtlasFinanceEnterpriseRecord,False,False,4
features/atlas_finance_enterprise/domain/services/atlas_finance_enterprise_analytics_service.dart,atlas_finance_enterprise,domain,service/engine,205,7000,1,1,AtlasFinanceEnterpriseAnalytics | AtlasFinanceEnterpriseAnalyticsService,False,False,1
features/atlas_finance_enterprise/presentation/screens/atlas_finance_enterprise_screen.dart,atlas_finance_enterprise,presentation,screen/widget,858,31145,8,1,AtlasFinanceEnterpriseScreen,True,False,1
features/atlas_financial_integrations/data/services/atlas_financial_integration_storage_service.dart,atlas_financial_integrations,data,service/engine,53,1534,1,2,AtlasFinancialIntegrationStorageService,False,False,1
features/atlas_financial_integrations/domain/models/atlas_financial_integration_record.dart,atlas_financial_integrations,domain,model/contract,203,6320,0,0,AtlasFinancialIntegrationModule | AtlasFinancialIntegrationModuleX | AtlasFinancialIntegrationRecord,False,False,4
features/atlas_financial_integrations/domain/services/atlas_financial_integration_analytics_service.dart,atlas_financial_integrations,domain,service/engine,157,4950,1,1,AtlasFinancialIntegrationAnalytics | AtlasFinancialIntegrationAnalyticsService,False,False,1
features/atlas_financial_integrations/presentation/screens/atlas_financial_integrations_screen.dart,atlas_financial_integrations,presentation,screen/widget,791,28037,8,1,AtlasFinancialIntegrationsScreen,True,False,1
