method,path,file,obvious_consumer
GET,/public-api/readiness,backend/app/routers/public_api.py,False
GET,/quality/version,backend/app/routers/quality.py,True
GET,/quality/diagnostics,backend/app/routers/quality.py,True
GET,/quality/ready,backend/app/routers/quality.py,False
POST,/realtime/publish,backend/app/routers/realtime.py,False
GET,/realtime/events,backend/app/routers/realtime.py,False
POST,/realtime/notifications,backend/app/routers/realtime.py,True
GET,/realtime/notifications,backend/app/routers/realtime.py,True
PATCH,/realtime/notifications/{notification_id}/read,backend/app/routers/realtime.py,True
POST,/realtime/subscriptions,backend/app/routers/realtime.py,False
GET,/realtime/metrics,backend/app/routers/realtime.py,True
POST,/release-engineering/pipelines,backend/app/routers/release_engineering.py,True
GET,/release-engineering/pipelines,backend/app/routers/release_engineering.py,True
POST,/release-engineering/builds,backend/app/routers/release_engineering.py,True
PATCH,/release-engineering/builds/{build_id}/complete,backend/app/routers/release_engineering.py,False
GET,/release-engineering/builds,backend/app/routers/release_engineering.py,True
POST,/release-engineering/environments,backend/app/routers/release_engineering.py,True
GET,/release-engineering/environments,backend/app/routers/release_engineering.py,True
POST,/release-engineering/deployments,backend/app/routers/release_engineering.py,True
PATCH,/release-engineering/deployments/{deployment_id}/complete,backend/app/routers/release_engineering.py,False
GET,/release-engineering/deployments,backend/app/routers/release_engineering.py,True
POST,/release-engineering/feature-flags,backend/app/routers/release_engineering.py,False
GET,/release-engineering/feature-flags,backend/app/routers/release_engineering.py,False
POST,/release-engineering/change-approvals,backend/app/routers/release_engineering.py,True
PATCH,/release-engineering/change-approvals/{approval_id}/decision,backend/app/routers/release_engineering.py,False
GET,/release-engineering/change-approvals,backend/app/routers/release_engineering.py,True
POST,/release-engineering/readiness-checks,backend/app/routers/release_engineering.py,False
PATCH,/release-engineering/readiness-checks/{check_id}/complete,backend/app/routers/release_engineering.py,False
GET,/release-engineering/readiness,backend/app/routers/release_engineering.py,False
POST,/release-engineering/metrics,backend/app/routers/release_engineering.py,False
GET,/release-engineering/dashboard,backend/app/routers/release_engineering.py,True
POST,/release-growth/environments,backend/app/routers/release_growth.py,True
POST,/release-growth/pilots,backend/app/routers/release_growth.py,True
POST,/release-growth/mobile-profiles,backend/app/routers/release_growth.py,False
POST,/release-growth/web-releases,backend/app/routers/release_growth.py,False
POST,/release-growth/learning-paths,backend/app/routers/release_growth.py,False
POST,/release-growth/documentation,backend/app/routers/release_growth.py,False
POST,/release-growth/growth-experiments,backend/app/routers/release_growth.py,False
POST,/release-growth/capability-reviews,backend/app/routers/release_growth.py,False
POST,/release-growth/roadmaps,backend/app/routers/release_growth.py,False
POST,/release-growth/readiness,backend/app/routers/release_growth.py,True
GET,/release-growth/dashboard,backend/app/routers/release_growth.py,True
POST,/reproduction-advanced/farms/{farm_id}/protocols,backend/app/routers/reproduction_advanced.py,False
GET,/reproduction-advanced/farms/{farm_id}/protocols,backend/app/routers/reproduction_advanced.py,False
POST,/reproduction-advanced/farms/{farm_id}/seasons,backend/app/routers/reproduction_advanced.py,False
GET,/reproduction-advanced/farms/{farm_id}/dashboard,backend/app/routers/reproduction_advanced.py,True
POST,/saas-growth/plans,backend/app/routers/saas_growth.py,True
POST,/saas-growth/subscriptions,backend/app/routers/saas_growth.py,True
POST,/saas-growth/invoices,backend/app/routers/saas_growth.py,True
POST,/saas-growth/feature-flags,backend/app/routers/saas_growth.py,True
GET,/saas-growth/feature-flags/effective,backend/app/routers/saas_growth.py,True
POST,/saas-growth/communications/templates,backend/app/routers/saas_growth.py,True
POST,/saas-growth/communications/deliveries,backend/app/routers/saas_growth.py,False
POST,/saas-growth/onboarding,backend/app/routers/saas_growth.py,True
POST,/saas-growth/imports,backend/app/routers/saas_growth.py,True
POST,/saas-growth/exports,backend/app/routers/saas_growth.py,True
GET,/saas-growth/client-portal,backend/app/routers/saas_growth.py,True
GET,/saas-growth/admin/dashboard,backend/app/routers/saas_growth.py,True
POST,/security-compliance/roles,backend/app/routers/security_compliance.py,True
POST,/security-compliance/incidents,backend/app/routers/security_compliance.py,True
POST,/security-compliance/audit,backend/app/routers/security_compliance.py,True
GET,/security-compliance/audit/verify,backend/app/routers/security_compliance.py,True
POST,/security-compliance/privacy/requests,backend/app/routers/security_compliance.py,True
POST,/security-compliance/backups,backend/app/routers/security_compliance.py,True
POST,/security-compliance/availability-targets,backend/app/routers/security_compliance.py,False
POST,/security-compliance/translations,backend/app/routers/security_compliance.py,False
POST,/security-compliance/regional-policies,backend/app/routers/security_compliance.py,False
POST,/security-compliance/certifications,backend/app/routers/security_compliance.py,True
POST,/security-compliance/continuity-plans,backend/app/routers/security_compliance.py,True
GET,/security-compliance/dashboard,backend/app/routers/security_compliance.py,True
POST,/security-enterprise/policies,backend/app/routers/security_enterprise.py,True
GET,/security-enterprise/policies,backend/app/routers/security_enterprise.py,True
POST,/security-enterprise/access-reviews,backend/app/routers/security_enterprise.py,True
GET,/security-enterprise/access-reviews,backend/app/routers/security_enterprise.py,True
PATCH,/security-enterprise/access-reviews/{review_id}/complete,backend/app/routers/security_enterprise.py,False
POST,/security-enterprise/privacy/consents,backend/app/routers/security_enterprise.py,False
GET,/security-enterprise/privacy/consents,backend/app/routers/security_enterprise.py,False
POST,/security-enterprise/privacy/requests,backend/app/routers/security_enterprise.py,True
GET,/security-enterprise/privacy/requests,backend/app/routers/security_enterprise.py,True
POST,/security-enterprise/risks,backend/app/routers/security_enterprise.py,True
GET,/security-enterprise/risks,backend/app/routers/security_enterprise.py,True
POST,/security-enterprise/continuity/plans,backend/app/routers/security_enterprise.py,True
GET,/security-enterprise/continuity/plans,backend/app/routers/security_enterprise.py,True
POST,/security-enterprise/continuity/exercises,backend/app/routers/security_enterprise.py,False
PATCH,/security-enterprise/continuity/exercises/{exercise_id}/complete,backend/app/routers/security_enterprise.py,False
POST,/security-enterprise/posture/snapshots,backend/app/routers/security_enterprise.py,False
GET,/security-enterprise/dashboard,backend/app/routers/security_enterprise.py,True
POST,/sync/push,backend/app/routers/sync.py,True
GET,/sync/pull,backend/app/routers/sync.py,True
GET,/system/status,backend/app/routers/system.py,True
GET,/system/metrics,backend/app/routers/system.py,False
GET,/web-platform/readiness,backend/app/routers/web_platform.py,False
